dme:Dmel_CG10160	dme00010
dme:Dmel_CG10202	dme00010
dme:Dmel_CG10467	dme00010
dme:Dmel_CG10924	dme00010
dme:Dmel_CG10996	dme00010
dme:Dmel_CG11140	dme00010
dme:Dmel_CG11249	dme00010
dme:Dmel_CG11876	dme00010
dme:Dmel_CG12055	dme00010
dme:Dmel_CG12229	dme00010
dme:Dmel_CG13334	dme00010
dme:Dmel_CG15400	dme00010
dme:Dmel_CG1721	dme00010
dme:Dmel_CG17645	dme00010
dme:Dmel_CG17654	dme00010
dme:Dmel_CG17725	dme00010
dme:Dmel_CG2171	dme00010
dme:Dmel_CG2767	dme00010
dme:Dmel_CG2964	dme00010
dme:Dmel_CG3001	dme00010
dme:Dmel_CG31075	dme00010
dme:Dmel_CG3127	dme00010
dme:Dmel_CG31692	dme00010
dme:Dmel_CG32444	dme00010
dme:Dmel_CG32445	dme00010
dme:Dmel_CG32849	dme00010
dme:Dmel_CG33102	dme00010
dme:Dmel_CG3481	dme00010
dme:Dmel_CG3752	dme00010
dme:Dmel_CG4001	dme00010
dme:Dmel_CG4123	dme00010
dme:Dmel_CG4317	dme00010
dme:Dmel_CG4988	dme00010
dme:Dmel_CG5165	dme00010
dme:Dmel_CG5261	dme00010
dme:Dmel_CG5432	dme00010
dme:Dmel_CG6058	dme00010
dme:Dmel_CG6598	dme00010
dme:Dmel_CG6650	dme00010
dme:Dmel_CG7010	dme00010
dme:Dmel_CG7024	dme00010
dme:Dmel_CG7059	dme00010
dme:Dmel_CG7069	dme00010
dme:Dmel_CG7070	dme00010
dme:Dmel_CG7362	dme00010
dme:Dmel_CG7430	dme00010
dme:Dmel_CG8073	dme00010
dme:Dmel_CG8094	dme00010
dme:Dmel_CG8251	dme00010
dme:Dmel_CG8893	dme00010
dme:Dmel_CG9008	dme00010
dme:Dmel_CG9010	dme00010
dme:Dmel_CG9390	dme00010
dme:Dmel_CG9629	dme00010
dme:Dmel_CG9961	dme00010
dme:Dmel_CG10219	dme00020
dme:Dmel_CG10622	dme00020
dme:Dmel_CG1065	dme00020
dme:Dmel_CG10748	dme00020
dme:Dmel_CG10749	dme00020
dme:Dmel_CG10924	dme00020
dme:Dmel_CG11661	dme00020
dme:Dmel_CG11876	dme00020
dme:Dmel_CG11963	dme00020
dme:Dmel_CG12233	dme00020
dme:Dmel_CG14740	dme00020
dme:Dmel_CG1516	dme00020
dme:Dmel_CG17246	dme00020
dme:Dmel_CG17725	dme00020
dme:Dmel_CG31874	dme00020
dme:Dmel_CG32026	dme00020
dme:Dmel_CG3283	dme00020
dme:Dmel_CG33791	dme00020
dme:Dmel_CG3483	dme00020
dme:Dmel_CG3861	dme00020
dme:Dmel_CG4094	dme00020
dme:Dmel_CG4095	dme00020
dme:Dmel_CG4706	dme00020
dme:Dmel_CG4900	dme00020
dme:Dmel_CG5028	dme00020
dme:Dmel_CG5214	dme00020
dme:Dmel_CG5261	dme00020
dme:Dmel_CG5362	dme00020
dme:Dmel_CG5718	dme00020
dme:Dmel_CG6140	dme00020
dme:Dmel_CG6255	dme00020
dme:Dmel_CG6342	dme00020
dme:Dmel_CG6439	dme00020
dme:Dmel_CG6629	dme00020
dme:Dmel_CG6666	dme00020
dme:Dmel_CG7010	dme00020
dme:Dmel_CG7024	dme00020
dme:Dmel_CG7176	dme00020
dme:Dmel_CG7349	dme00020
dme:Dmel_CG7430	dme00020
dme:Dmel_CG7998	dme00020
dme:Dmel_CG8322	dme00020
dme:Dmel_CG9244	dme00020
dme:Dmel_CG10202	dme00030
dme:Dmel_CG1152	dme00030
dme:Dmel_CG12398	dme00030
dme:Dmel_CG12529	dme00030
dme:Dmel_CG13369	dme00030
dme:Dmel_CG17010	dme00030
dme:Dmel_CG17333	dme00030
dme:Dmel_CG2827	dme00030
dme:Dmel_CG30410	dme00030
dme:Dmel_CG30499	dme00030
dme:Dmel_CG31692	dme00030
dme:Dmel_CG3724	dme00030
dme:Dmel_CG4001	dme00030
dme:Dmel_CG5103	dme00030
dme:Dmel_CG5165	dme00030
dme:Dmel_CG5432	dme00030
dme:Dmel_CG6058	dme00030
dme:Dmel_CG6767	dme00030
dme:Dmel_CG7140	dme00030
dme:Dmel_CG8036	dme00030
dme:Dmel_CG8073	dme00030
dme:Dmel_CG8251	dme00030
dme:Dmel_CG8525	dme00030
dme:Dmel_CG9886	dme00030
dme:Dmel_CG10072	dme00040
dme:Dmel_CG10131	dme00040
dme:Dmel_CG10178	dme00040
dme:Dmel_CG10638	dme00040
dme:Dmel_CG10863	dme00040
dme:Dmel_CG11012	dme00040
dme:Dmel_CG11289	dme00040
dme:Dmel_CG11594	dme00040
dme:Dmel_CG12766	dme00040
dme:Dmel_CG13270	dme00040
dme:Dmel_CG13271	dme00040
dme:Dmel_CG13280	dme00040
dme:Dmel_CG15117	dme00040
dme:Dmel_CG15661	dme00040
dme:Dmel_CG15902	dme00040
dme:Dmel_CG17200	dme00040
dme:Dmel_CG17322	dme00040
dme:Dmel_CG17323	dme00040
dme:Dmel_CG17324	dme00040
dme:Dmel_CG17932	dme00040
dme:Dmel_CG1982	dme00040
dme:Dmel_CG2135	dme00040
dme:Dmel_CG2767	dme00040
dme:Dmel_CG2788	dme00040
dme:Dmel_CG30499	dme00040
dme:Dmel_CG31002	dme00040
dme:Dmel_CG3534	dme00040
dme:Dmel_CG3597	dme00040
dme:Dmel_CG3609	dme00040
dme:Dmel_CG3797	dme00040
dme:Dmel_CG40064	dme00040
dme:Dmel_CG4302	dme00040
dme:Dmel_CG4347	dme00040
dme:Dmel_CG4414	dme00040
dme:Dmel_CG4649	dme00040
dme:Dmel_CG4772	dme00040
dme:Dmel_CG5724	dme00040
dme:Dmel_CG5999	dme00040
dme:Dmel_CG6083	dme00040
dme:Dmel_CG6084	dme00040
dme:Dmel_CG6475	dme00040
dme:Dmel_CG6633	dme00040
dme:Dmel_CG6644	dme00040
dme:Dmel_CG6653	dme00040
dme:Dmel_CG6658	dme00040
dme:Dmel_CG7322	dme00040
dme:Dmel_CG8652	dme00040
dme:Dmel_CG9436	dme00040
dme:Dmel_CG9481	dme00040
dme:Dmel_CG9914	dme00040
dme:Dmel_CG10638	dme00051
dme:Dmel_CG10688	dme00051
dme:Dmel_CG10863	dme00051
dme:Dmel_CG1129	dme00051
dme:Dmel_CG12289	dme00051
dme:Dmel_CG12766	dme00051
dme:Dmel_CG1982	dme00051
dme:Dmel_CG2171	dme00051
dme:Dmel_CG3001	dme00051
dme:Dmel_CG31692	dme00051
dme:Dmel_CG32849	dme00051
dme:Dmel_CG33102	dme00051
dme:Dmel_CG3400	dme00051
dme:Dmel_CG3495	dme00051
dme:Dmel_CG4001	dme00051
dme:Dmel_CG40064	dme00051
dme:Dmel_CG4649	dme00051
dme:Dmel_CG5432	dme00051
dme:Dmel_CG6058	dme00051
dme:Dmel_CG6083	dme00051
dme:Dmel_CG6084	dme00051
dme:Dmel_CG7328	dme00051
dme:Dmel_CG7335	dme00051
dme:Dmel_CG7551	dme00051
dme:Dmel_CG8094	dme00051
dme:Dmel_CG8207	dme00051
dme:Dmel_CG8417	dme00051
dme:Dmel_CG8890	dme00051
dme:Dmel_CG9436	dme00051
dme:Dmel_CG10202	dme00052
dme:Dmel_CG10467	dme00052
dme:Dmel_CG10638	dme00052
dme:Dmel_CG10863	dme00052
